doi,title,year,citations,is_oa,type,source_journal,abstract,ASL,MWL,LD,LC,JD,HD,NCC,ncc_group,mean_citations
https://doi.org/10.5006/2926,Corrosion of Additively Manufactured Alloys: A Review,2018,334,True,article,CORROSION,"Additive manufacturing (AM), often termed 3D printing, has recently emerged as a mainstream means of producing metallic components from a variety of metallic alloys. The numerous benefits of AM include net shape manufacturing, efficient use of material, suitability to low volume production runs, and the ability to explore alloy compositions not previously accessible to conventional casting. The process of AM, which is nominally performed using laser (or electron) based local melting, has a definitive role in the resultant alloy microstructure. Herein, the corrosion of alloys prepared by AM using laser and electron-based methods, relating the corrosion performance to the microstructural features influenced by AM processing, are reviewed. Such features include unique porosity, grain structures, dislocation networks, residual stress, solute segregation, and surface roughness. Correlations between reported results and deficiencies in present understanding are highlighted.",22.333333333333332,7.164179104477612,0.746268656716418,0.7388059701492538,0.029850746268656716,0.014925373134328358,19.197272284461764,2018,17.39830508474576
https://doi.org/10.5006/1958,"Hydrogen Embrittlement of Industrial Components: Prediction, Prevention, and Models",2016,230,False,article,CORROSION,"Hydrogen embrittlement is a common, dangerous, and poorly understood cause of failure in many metal alloys. In practice, it is observed that different types of damage to industrial components have been tied to the presence and localization of hydrogen in metals. Many efforts have been made at understanding the effects of hydrogen on materials, resulting in an abundance of theoretical models and papers. However, a fully developed and practically-applicable predictive physical model still does not exist industrially for predicting and preventing hydrogen embrittlement. The connection of microstructure-based behaviors of materials and effects on the macroscopic measurable characteristics (stress levels, hardness, strength, and impact toughness) is of the utmost importance to achieve a unified model for hydrogen embrittlement. This paper gives an overview of the application of a model for structural integrity analysis of boiler tubes made of plain carbon steel exposed during operation to a local corrosion process and multiple hydrogen assisted degradation processes: hydrogen embrittlement and high-temperature hydrogen attack. The model is based on the correlation of mechanical properties to scanning electron microscopy fractography analysis of fracture surfaces in the presence of simultaneously active hydrogen embrittlement micro-mechanisms. The proposed model is practical for use as a predictive maintenance in power plants, as it is based on the use of standard macro-mechanical tests.",26.625,6.967136150234742,0.647887323943662,0.6009389671361502,0.03755868544600939,0.028169014084507043,9.771241830065359,2016,23.53846153846154
https://doi.org/10.5006/1787,A Survey of Sensitization in 5xxx Series Aluminum Alloys,2015,156,True,article,CORROSION,"The 5xxx series (Al-Mg-based) aluminum alloys suffer from intergranular corrosion and intergranular stress corrosion cracking when the alloy has become “sensitized.” Sensitization refers to insidious precipitation of β phase (Mg2Al3), which is problematic when present at grain boundaries. The β phase is electrochemically active and may preferentially dissolve. This paper reviews the relevant works that have documented the degree of sensitization for various 5xxx series alloys, providing a holistic overview of the issue, along with attention to the bulk composition, heat treatment, and microstructure.",21.0,7.095238095238095,0.6666666666666666,0.7857142857142857,0.10714285714285714,0.011904761904761904,7.188118811881188,2015,21.702479338842974
https://doi.org/10.5006/2365,Corrosion Properties of Powder Bed Fusion Additively Manufactured 17-4 PH Stainless Steel,2017,136,True,article,CORROSION,"The corrosion susceptibility of a laser powder bed fusion (LPBF) additively manufactured alloy, UNS S17400 (17-4 PH), was explored compared to conventional wrought material. Microstructural characteristics were characterized and related to corrosion behavior in quiescent, aqueous 0.6 M NaCl solutions. Electrochemical measurements demonstrated that the LPBF 17-4 PH alloy exhibited a reduced passivity range and active corrosion compared to its conventional wrought counterpart. A microelectrochemical cell was used to further understand the effects of the local scale and attributed the reduced corrosion resistance of the LPBF material to pores with diameters ≥50 μm.",18.6,7.096774193548387,0.7419354838709677,0.7419354838709677,0.06451612903225806,0.010752688172043012,7.1788856304985345,2017,18.944444444444443
https://doi.org/10.5006/1709,Role of Thiosulfate in the Corrosion of Steels: A Review,2015,129,False,article,CORROSION,"Thiosulfate salts have been known to be dangerous corrosion promoters for over 30 y, when present under typical service conditions. This paper reviews the role of thiosulfate anion in causing localized corrosion and/or stress corrosion cracking of steels. Electrochemical and mechanical aspects associated with the pitting and stress corrosion cracking of steels in thiosulfate-containing environments are thoroughly discussed and reviewed. In particular, results from the research studies relevant to pulp and paper, oil and gas, and nuclear industries, where thiosulfate ion is known to be present advertently or inadvertently, have been analyzed.",23.0,6.934782608695652,0.6630434782608695,0.7065217391304348,0.06521739130434782,0.021739130434782608,5.9440213252094445,2015,21.702479338842974
https://doi.org/10.5006/3355,A Critical Review of the Science and Engineering of Cathodic Protection of Steel in Soil and Concrete,2019,127,True,article,CORROSION,"After a century of history of cathodic protection (CP) of iron and steel, this paper critically reviews the state of the art in the science and engineering and assesses the fitness of CP as an effective technology to tackle the challenges related to infrastructure corrosion. This paper focuses on CP of iron-based alloys embedded in porous media, such as soil or concrete, as these two major applications of CP technology share many similarities. First, the scientific understanding of CP is reviewed and different competing theories are discussed. There is wide agreement that corrosion protection of steel is achieved thanks to a combination of immediate activation polarization and the beneficial changes in electrolyte chemistry that are gradually occurring at the steel surface when a protection current is flowing toward a steel electrode. A major and well-documented technological advantage of these “chemical effects” is that the protective effect of CP is maintained during temporal loss of protection current, e.g., due to survey work related shut-offs or anodic interference. However, the relationships between these chemical concentration changes in the porous medium and the protection current are complex, and, as this review shows, cannot reliably be described with state-of-the-art approaches. Moreover, in this paper, different hypotheses for the mechanism of corrosion protection in heterogeneous situations (galvanic elements), as they are generally occurring in practice, are discussed. It is revealed that understanding the working mechanism of CP in heterogeneous conditions remains a critical scientific challenge. The longstanding debate concerns the question whether CP results mainly in a reduction of number and size of actively corroding areas, or in a reduction of the corrosion rate at the actively corroding sites. Additionally, the literature addressing the interrelation between microbiologically influenced corrosion and CP is here reviewed, and recent progress as well as limitations of the existing literature are highlighted. In a second part, engineering practice and CP protection criteria are reviewed. It is found that the approaches stipulated in international standard are unreliable. This can be traced back to the assessment criteria being empirical and incapable of adequately taking into account the complexity of the underlying processes. Finally, recommendations for future developments are made. Particular opportunities are seen in embracing the progress made in numerical modeling, such as reactive transport modeling in porous media, and considering the interdependence between the involved processes, namely the interdependence between transport processes, chemical reactions, and electrode kinetics.",23.294117647058822,6.838383838383838,0.6313131313131313,0.5227272727272727,0.027777777777777776,0.017676767676767676,8.307012374779022,2019,15.288288288288289
https://doi.org/10.5006/2137,The Slow Strain Rate Stress Corrosion Cracking Test—A 50 Year Retrospective,2016,119,False,article,CORROSION,"The history of dynamic straining in stress corrosion cracking studies and the evolution of the slow strain rate test (SSRT) are reviewed. Smooth and notched specimens; the importance of strain rate, electrode potential, and other environmental factors; the evaluation of test results; and comparisons to other techniques are addressed. The SSRT’s application in research for oil and gas sour service, buried natural gas pipelines, ethanol transportation, nuclear power, low pressure turbines, and mechanism studies is summarized and its usage by material, industry, and geographic region quantified. Standard test procedures are compared and improvements suggested. The more recent use of cyclic loading is discussed and areas for future study proposed.",21.8,6.779816513761468,0.7064220183486238,0.7155963302752294,0.06422018348623854,0.027522935779816515,5.055555555555555,2016,23.53846153846154
https://doi.org/10.5006/1818,"Overview of Intergranular Corrosion Mechanisms, Phenomenological Observations, and Modeling of AA5083",2015,109,False,article,CORROSION,"Intergranular corrosion (IGC) of Al-Mg alloys in aqueous solutions is reviewed. Al-Mg alloys containing more than 3 wt% Mg can form β phase (Al3Mg2) that will precipitate via heterogeneous nucleation and growth when exposed to temperatures as low as 50°C for long periods of time, leading to sensitization and susceptibility to intergranular attack. The β-phase precipitates nucleate preferentially on grain boundaries, at second-phase particles, at dislocations, and throughout the bulk matrix. The grain boundary precipitation of β phase is dependent on Mg content, temperature, exposure time, and grain boundary characteristics, and is often practically characterized by degree of sensitization (DoS) defined by ASTM G67, but more scientifically by β-phase grain boundary coverage. IGC initiates readily from surfaces exposed to aqueous electrolytes (i.e., it does not require deep pits as precursor sites) and can penetrate to significant depths. IGC initiation can be explained in terms of an electrochemical framework based on differences between the pitting potentials of the Al-Mg solid solution and the β phase, which exist in a broad range of solutions and pH levels. Surface spreading of β-phase attack is reliant on the lateral spacing and proximity of β-phase particles and governed by DoS, grain size, and electrolyte concentration effects. IGC penetration depends on DoS, but more directly β-phase coverage, grain orientation, temper, and critically on electrochemical potential in NaCl solution. An aggressive fissure chemistry must be maintained to sustain IGC growth; this maintenance depends on the dissolution properties of both α and β phases. Threshold potentials are observed for IGC in NaCl solution. The origins of both the threshold and potential dependency of growth are discussed herein.",20.692307692307693,6.598513011152416,0.6691449814126395,0.5910780669144982,0.03345724907063197,0.022304832713754646,5.022467631378523,2015,21.702479338842974
https://doi.org/10.5006/3336,"Atomic Emission Spectroelectrochemistry: Real-Time Rate Measurements of Dissolution, Corrosion, and Passivation",2019,101,True,article,CORROSION,"Atomic emission spectroelectrochemistry (AESEC) is a relatively novel technique that gives real-time elemental dissolution rates for a material/electrolyte combination, either reacting spontaneously or with electrochemical polarization. This methodology gives direct insight into questions such as how specific elements of an alloy interact with one another, or how specific additives in a surface treatment solution will affect different alloying elements or different phases. This paper discusses AESEC instrumentation and presents the basic quantitative relationships between the electrochemical and spectroscopic measurements. A wide range of applications are used to illustrate these relationships including the surface pretreatment of aluminum alloys (etching and deoxidation) and the passivation of Fe-Cr and Ni-Cr alloys. The focus is on the use of in-line inductively coupled plasma atomic emission spectroscopy (ICP-AES), although a brief discussion of similar techniques using in-line inductively coupled mass spectroscopy (ICP-MS) is included.",27.8,7.482014388489208,0.6762589928057554,0.7410071942446043,0.050359712230215826,0.014388489208633094,6.606364172068355,2019,15.288288288288289
https://doi.org/10.5006/1837,Influence of Inclusions on Early Corrosion Development of Ultra-Low Carbon Bainitic Steel in NaCl Solution,2015,96,False,article,CORROSION,"The early corrosion development of ultra-low carbon bainitic (ULCB) low alloy steel in NaCl solution was studied by ex situ imaging of corrosion morphology and in situ monitoring of microarea current density and potential, and the corrosion mechanism from initial localized corrosion to uniform corrosion was interpreted. The results indicate that the corrosion development of ULCB steel from initial localized corrosion around inclusions to the uniform corrosion on the whole steel surface is controlled by the galvanic couple effect between different phases resulting from their electrode potential difference in electrolyte solution. The early localized corrosion of steel matrix is initiated and accelerated by the galvanic couple effect between MnS inclusions and steel matrix to form the initial corrosion gaps and the circular corrosion spots around inclusions. The ohmic drop caused by solution resistance influences the acceleration effect of the galvanic couple. With the separation of inclusion from steel matrix, this galvanic couple effect becomes invalid, which results in the expansion from localized corrosion to uniform corrosion. The microgalvanic couple between martensite/residual austenite (M/A) islands and bainite ferrite also accelerates the anodic dissolution of bainite ferrite phase; however, its acceleration corrosion effect is much weaker than that caused by MnS inclusion.",33.333333333333336,6.96,0.67,0.48,0.055,0.02,4.4234577303884235,2015,21.702479338842974
