doi,title,year,citations,is_oa,type,source_journal,abstract,ASL,MWL,LD,LC,JD,HD,NCC,ncc_group,mean_citations
https://doi.org/10.3390/cmd1010010,Corrosion of Carbon Steel in Marine Environments: Role of the Corrosion Product Layer,2020,178,True,article,Corrosion and Materials Degradation,"This article presents a synthesis of recent studies focused on the corrosion product layers forming on carbon steel in natural seawater and the link between the composition of these layers and the corrosion mechanisms. Additional new experimental results are also presented to enlighten some important points. First, the composition and stratification of the layers produced by uniform corrosion are described. A focus is made on the mechanism of formation of the sulfate green rust because this compound is the first solid phase to precipitate from the dissolved species produced by the corrosion of the steel surface. Secondly, localized corrosion processes are discussed. In any case, they involve galvanic couplings between anodic and cathodic zones of the metal surface and are often associated with heterogeneous corrosion product layers. The variations of the composition of these layers with the anodic/cathodic character of the underlying metal surface, and in particular the changes in magnetite content, are thoroughly described and analyzed to enlighten the self-sustaining ability of the process. Finally, corrosion product layers formed on permanently immersed steel surfaces were exposed to air. Their drying and oxidation induced the formation of akaganeite, a common product of marine atmospheric corrosion that was, however, not detected on the steel surface after the permanent immersion period.",23.22222222222222,6.6746411483253585,0.6172248803827751,0.5645933014354066,0.03349282296650718,0.014354066985645933,3.8125836680053546,2020,46.6875
https://doi.org/10.3390/cmd1010004,A Review of Trends for Corrosion Loss and Pit Depth in Longer-Term Exposures,2018,110,True,article,Corrosion and Materials Degradation,"For infrastructure applications in marine environments, the eventual initiation of corrosion (and pitting) of steels (and other metals and alloys) often is assumed an inescapable fact, and practical interest then centres on the rate at which corrosion damage is likely to occur in the future. This demands models with a reasonable degree of accuracy, preferably anchored in corrosion theory and calibrated to actual observations under realistic exposure conditions. Recent developments in the understanding of the development of corrosion loss and of maximum pit depth in particular are reviewed in light of modern techniques that permit much closer examination of pitted and corroded surfaces. From these observations, and from sometimes forgotten or ignored observations in the literature, it is proposed that pitting (and crevice corrosion) plays an important role in the overall corrosion process, but that longer term pitting behaviour is considerably more complex than usually considered. In turn, this explains much of the, often high, variability in maximum depths of pits observed at any point in time. The practical implications are outlined.",28.666666666666668,6.6104651162790695,0.6395348837209303,0.6744186046511628,0.03488372093023256,0.0755813953488372,1.950354609929078,2018,56.4
https://doi.org/10.3390/cmd4020015,"Polymer-Based Coating for Steel Protection, Highlighting Metal–Organic Framework as Functional Actives: A Review",2023,97,True,article,Corrosion and Materials Degradation,"Polymer-based coatings are a long-established category of protective coatings for metals and alloys regarding corrosion inhibition. The polymer films can degrade, and when coated on metallic substrates, the degradation facilitates moisture and oxygen penetration, reducing the polymer film’s adhesion to the metallic substrate and exposing the substrate to extreme conditions capable of corrosion. For this reason, pigments, inhibitors, and other compatible blends are added to the polymer coating formulations to enhance adhesion and protection. To prevent the possible deterioration of inhibitor-spiked polymer coatings, inhibitors are encapsulated through diverse techniques to avoid leakage and to provide a controlled release in response to the corrosion trigger. This review discusses polymer-based coating performance in corrosion-causing environments to protect metals, focusing more on commercial steels, a readily available construction-relevant material used in extensive applications. It further beams a searchlight on advances made on polymer-based coatings that employ metal–organic frameworks (MOFs) as functional additives. MOFs possess a tailorable structure of metal ions and organic linkers and have a large loading capacity, which is crucial for corrosion inhibitor delivery. Results from reviewed works show that polymer-based coatings provide barrier protection against the ingress of corrosive species and offer the chance to add several functions to coatings, further enhancing their anti-corrosion properties.",25.625,7.3463414634146345,0.6634146341463415,0.6634146341463415,0.01951219512195122,0.01951219512195122,8.690751445086704,2023,11.161290322580646
https://doi.org/10.3390/cmd1010005,An Electrochemist Perspective of Microbiologically Influenced Corrosion,2018,96,True,article,Corrosion and Materials Degradation,"Microbiologically influenced corrosion (MIC) is a major concern in a wide range of industries, with claims that it contributes 20% of the total annual corrosion cost. The focus of this present work is to review critically the most recent proposals for MIC mechanisms, with particular emphasis on whether or not these make sense in terms of their electrochemistry. It is determined that, despite the long history of investigating MIC, we are still a long way from really understanding its fundamental mechanisms, especially in relation to non-sulphate reducing bacterial (SRB) anaerobes. Nevertheless, we do know that both the cathodic polarization theory and direct electron transfer from the metal into the cell are incorrect. Electrically conducting pili also do not appear to play a role in direct electron transfer, although these could still play a role in aiding the mass transport of redox mediators. However, it is not clear if the microorganisms are just altering the local chemistry or if they are participating directly in the electrochemical corrosion process, albeit via the generation of redox mediators. The review finishes with suggestions on what needs to be done to further our understanding of MIC.",27.285714285714285,6.277486910994765,0.5863874345549738,0.643979057591623,0.03664921465968586,0.03664921465968586,1.702127659574468,2018,56.4
https://doi.org/10.3390/cmd2020010,Corrosion Performance of Electrodeposited Zinc and Zinc-Alloy Coatings in Marine Environment,2021,91,True,article,Corrosion and Materials Degradation,"Electrodeposited zinc and zinc-alloy coatings have been extensively used in a wide variety of applications such as transport, automotive, marine, and aerospace owing to their good corrosion resistance and the potential to be economically competitive. As a consequence, these coatings have become the industry choice for many applications to protect carbon and low alloy steels against degradation upon their exposure in different corrosive environments such as industrial, marine, coastal, etc. Significant works on the electrodeposition of Zn, Zn-alloys and their composites from conventional chloride, sulfate, aqueous and non-aqueous electrolyte media have been progressed over the past decade. This paper provides a review covering the corrosion performance of the electrodeposited Zn, Zn-alloy and composite with different coating properties that have been developed over the past decade employing low-toxic aqueous and halide-free non-aqueous electrolyte media. The influence of additives, nano-particle addition to the electrolyte media on the morphology, texture in relation to the corrosion performance of coatings with additional functionalities are reviewed in detail. In addition, the review covers the recent developments along with cost considerations and the future scope of Zn and Zn-alloy coatings.",30.5,7.027322404371585,0.5956284153005464,0.5956284153005464,0.0273224043715847,0.01639344262295082,5.713629402756508,2021,15.926829268292684
https://doi.org/10.3390/cmd1010007,The Corrosion Performance and Mechanical Properties of Mg-Zn Based Alloys—A Review,2020,89,True,article,Corrosion and Materials Degradation,"Magnesium alloys have shown great potential for applications as both structural and biomedical materials due to their high strength-to-weight ratio and good biodegradability and biocompatibility, respectively. Among them, Mg-Zn based alloys are attracting increasing interest for both applications. As such, this article provides a review of the corrosion performance and mechanical properties of Mg-Zn based alloys, including the influence of environment and processing on both of them. The strategies for tailoring corrosion resistance and/or mechanical properties by microstructure adjustment and surface treatment are discussed.",21.0,7.380952380952381,0.6547619047619048,0.7261904761904762,0.047619047619047616,0.0,1.9062918340026773,2020,46.6875
https://doi.org/10.3390/cmd2040033,The Oxidation of Copper in Air at Temperatures up to 100 °C,2021,88,True,article,Corrosion and Materials Degradation,"The aim of this study was to investigate the oxidation kinetics of copper at low temperatures (60 °C to 100 °C) in air by isothermal thermogravimetric analysis (TGA) and quartz crystal microbalance (QCM). The weight change in thermogravimetric tests showed periodic weight increase and decrease. In thermogravimetric tests the mass of the copper sample increased until the oxidation gradually slowed down and finally started to decrease due to cracking and spalling of the oxide formed on the surface. In QCM tests using electrodeposited copper film, the weight change was rapid at the beginning but slowed to a linear relationship after few minutes. Temperature and exposure time appeared to have a large effect on oxide film thickness and composition. With QCM, oxidation at 60–80 °C produced less than 40 nm films in 10 days. Oxidation at 90–100 °C produced 40 nm thick films in a day and over 100 nm films in a week. Although SEM-EDS analyses in TGA tests indicated that oxygen was adsorbed on the copper surface, neither XRD patterns nor Raman spectroscopy measurements showed any trace of Cu2O or CuO formation on the copper surface. Electrochemical reduction analysis of oxidized massive copper samples indicated that the oxide film is mostly Cu2O, and CuO develops only after several days at 90–100 °C.",23.666666666666668,6.084507042253521,0.6572769953051644,0.5727699530516432,0.03755868544600939,0.03286384976525822,5.525267993874426,2021,15.926829268292684
https://doi.org/10.3390/cmd2010001,A Review on the Applications of Acoustic Emission Technique in the Study of Stress Corrosion Cracking,2020,83,True,article,Corrosion and Materials Degradation,"The complex nature of the damage evolution in stress corrosion cracking (SCC) leads to explore for new investigation technologies in order to better identify the mechanisms that supervise the initiation and evolution of the damage as well to provide an improvement of knowledge on this critical localized corrosion form during time. Research activities concerning the use of acoustic emission (AE) technique to assess SCC has acquiring considerably relevance in recent decades. The non-invasiveness and the possibility to provide a continuous in situ monitoring of structures and components make this non-destructive technique clearly promising in the field of structural health monitoring. In this concern, this paper aims to be a focused overview on the evaluation of SCC phenomena by AE technique. The main topic of this review is centered on the approaches that can be used in elaborating AE data to better discriminate the mechanisms that contribute to damage propagation in SCC conditions. Based on available literature, investigation approaches assessing AE waveform parameters were classified, evidencing, furthermore, the identified mechanisms that synergistically take place during the material degradation. Eventually, a brief summary and a future trend evaluation was also reported.",27.0,6.767195767195767,0.6402116402116402,0.6296296296296297,0.015873015873015872,0.026455026455026454,1.7777777777777777,2020,46.6875
https://doi.org/10.3390/cmd1030017,Application of AFM-Based Techniques in Studies of Corrosion and Corrosion Inhibition of Metallic Alloys,2020,76,True,article,Corrosion and Materials Degradation,"In this review several scanning probe microscopy techniques are briefly discussed as valuable assets for corrosionists to study corrosion susceptibility and inhibition of metals and alloys at sub-micrometer resolution. At the beginning, the review provides the reader with background of atomic force microscopy (AFM) and related techniques such as scanning Kelvin probe force microscopy (SKPFM) and electrochemical AFM (EC-AFM). Afterwards, the review presents the current state of corrosion research and specific applications of the techniques in studying important metallic materials for the aircraft and automotive industries. Different corrosion mechanisms of metallic materials are addressed emphasizing the role of intermetallic inclusions, grain boundaries, and impurities as focal points for corrosion initiation and development. The presented information demonstrates the importance of localized studies using AFM-based techniques in understanding corrosion mechanisms of metallic materials and developing efficient means of corrosion prevention.",27.6,7.557971014492754,0.6811594202898551,0.6304347826086957,0.028985507246376812,0.028985507246376812,1.6278447121820616,2020,46.6875
https://doi.org/10.3390/cmd1030015,Review of Recent Developments in the Formulation of Graphene-Based Coatings for the Corrosion Protection of Metals and Alloys,2020,58,True,article,Corrosion and Materials Degradation,"Corrosion is a naturally occurring phenomenon and there is continuous interest in the development of new and more protective coatings or films that can be employed to prevent or minimise corrosion. In this review the corrosion protection afforded by two-dimensional graphene is described and discussed. Following a short introduction to corrosion, the application of graphene in the formulation of coatings and films is introduced. Initially, reduced graphene oxide (rGO) and metallic like graphene layers are reviewed, highlighting the issues with galvanic corrosion. Then the more successful graphene oxide (GO), functionalised GO and polymer grafted GO-modified coatings are introduced, where the functionalisation and grafting are tailored to optimise dispersion of graphene fillers. This is followed by rGO coupled with zinc rich coatings or conducting polymers, GO combined with sol-gels, layered double hydroxides or metal organic frameworks as protective coatings, where again the dispersion of the graphene sheets becomes important in the design of protective coatings. The role of graphene in the photocathodic protection of metals and alloys is briefly introduced, while graphene-like emerging materials, such as hexagonal boron nitride, h-BN, and graphitic carbon nitride, g-C3N4, are then highlighted.",26.714285714285715,6.882352941176471,0.6684491978609626,0.5989304812834224,0.0374331550802139,0.016042780748663103,1.2423025435073627,2020,46.6875
